"Campaign name",Ads,"Delivery status","Delivery level","Amount spent (USD)",Impressions,"CPM (cost per 1,000 impressions)",Reach,Frequency,"CTR (all)","Link clicks","CPC (all)","Attribution setting","Result type",Results,"Cost per result","Reporting starts","Reporting ends"
"Website visitors Ad: Feeling like you've checked all the boxes – great...","Website visitors Ad: Feeling like you've checked all the boxes – great...",active,campaign,7.48,493,15.17241379,493,1,4.86815416,21,0.31166667,"7-day click or 1-day view","Landing page views",5,1.496,2025-06-01,2025-06-06
